70,49,94,88,6,100,84,96,38,7,11,14,64,55,37,57,22,59,15,31,9,90,60,17,2,5,83,42,74,62,89,92,39,72,47,82,78,48,97,1,81,18,21,50,56,33,3,99,67,52,95,32,25,29,85,35,93,69,19,80,61,40,71,86,13,53,76,12,23,24,68,4,41,45,77,66,87,43,46,10,91,16,54,75,36,30,73,63,51,34,27,8,26,28,98,65,79,20,44,58
78,14,100,2,22,17,60,31,39,11,88,70,96,90,21,49,56,15,74,55,37,59,89,84,92,18,42,1,94,33,83,48,62,72,6,81,38,64,9,47,5,7,97,82,57,50,58,28,71,79,25,30,52,8,54,24,32,61,86,36,45,44,69,41,80,13,76,63,40,93,65,35,26,27,53,10,87,20,66,43,98,73,85,77,4,19,46,29,34,75,51,67,12,99,3,91,23,68,95,16
92,82,17,84,18,90,89,47,7,94,55,57,96,56,48,78,5,49,74,83,15,38,62,31,2,70,9,39,21,42,33,14,37,64,6,97,88,22,50,1,81,11,60,100,59,72,93,86,99,28,80,30,51,36,16,71,68,35,13,79,69,4,53,58,43,76,41,8,23,85,25,66,19,34,44,12,10,65,45,87,20,27,29,75,77,26,98,52,32,61,54,73,91,24,95,3,63,67,40,46
47,81,6,70,88,31,97,49,59,14,96,60,5,33,72,74,15,57,22,84,100,94,37,62,2,89,92,7,56,39,90,11,64,50,17,1,83,9,21,78,48,38,82,55,42,18,24,34,8,52,86,46,65,13,32,51,44,80,75,66,73,99,68,43,19,95,63,79,36,45,76,25,27,20,35,40,85,87,28,91,53,30,93,69,12,58,16,98,61,54,41,71,29,10,26,77,4,3,67,23
31,83,88,49,82,5,56,22,2,6,38,55,81,42,11,90,92,60,100,64,57,97,70,18,72,7,84,15,94,21,62,9,78,47,89,33,59,96,37,48,39,17,74,50,1,14,77,45,75,3,24,8,51,79,28,85,13,46,91,26,73,76,95,10,53,86,34,40,87,4,20,30,71,23,61,52,58,66,43,32,65,69,54,93,25,19,41,44,36,12,80,63,99,67,27,29,16,68,98,35
99,24,75,16,76,8,41,69,23,32,66,3,46,73,86,29,67,87,63,12,25,93,34,19,44,91,51,35,68,79,85,28,71,13,65,43,26,80,52,98,61,53,20,45,10,77,4,54,40,36,58,30,95,27,2,6,50,59,47,49,22,37,96,39,57,90,84,31,7,55,88,9,89,38,42,100,81,78,94,92,74,60,72,17,62,33,64,97,82,18,70,83,11,21,48,5,56,14,1,15
10,24,95,85,45,40,91,61,53,63,77,46,12,71,93,35,26,68,3,58,13,52,66,23,19,67,79,87,44,86,28,65,76,73,30,16,8,51,29,43,80,69,25,36,20,4,34,32,75,54,41,99,98,27,59,7,82,50,55,81,72,15,96,57,92,6,33,5,89,11,22,64,48,9,38,84,18,56,74,1,47,90,70,94,60,97,21,17,83,78,14,42,100,39,31,49,2,62,88,37
83,11,37,14,97,89,81,5,82,49,78,9,42,94,88,57,64,55,90,15,47,1,60,70,96,48,22,62,72,17,100,56,92,21,7,18,84,39,50,2,38,59,6,33,31,74,32,46,67,69,65,35,12,41,27,20,71,51,24,73,99,75,30,95,8,68,40,93,54,66,85,77,29,3,91,10,36,79,76,4,80,98,34,26,61,87,44,52,43,45,28,25,53,23,86,16,58,63,19,13
61,65,69,68,43,3,75,45,52,24,30,79,36,32,27,23,67,63,25,86,4,8,99,10,51,34,93,85,29,13,19,20,58,28,46,77,54,87,73,66,91,80,16,40,41,12,44,98,35,26,95,76,71,53,81,56,7,74,6,31,22,84,90,21,94,55,57,100,88,15,89,37,14,59,72,5,38,2,18,62,70,39,1,42,97,50,11,64,60,47,83,49,92,82,48,33,9,17,78,96
78,70,72,100,64,39,62,88,94,7,82,81,38,9,49,89,6,17,18,57,1,15,92,56,47,83,22,21,11,14,48,55,42,60,50,84,5,59,37,2,90,97,31,74,96,33,3,68,32,69,10,28,4,12,46,34,19,73,25,86,66,27,61,23,30,53,43,91,45,87,29,63,20,54,40,8,35,26,76,99,79,77,13,58,80,51,24,93,75,52,65,41,71,85,44,98,36,16,95,67
100,6,22,11,72,15,94,74,89,21,83,55,59,57,82,37,70,60,5,62,90,14,49,84,38,97,81,2,1,64,47,50,56,48,9,78,31,7,42,18,33,39,17,96,92,88,98,13,79,27,26,86,52,63,99,44,46,91,95,73,67,68,69,87,10,43,8,25,71,19,4,41,34,29,35,54,30,66,16,61,32,85,12,53,23,76,75,77,28,3,93,80,40,20,58,24,65,45,51,36
26,4,52,68,69,25,41,29,75,98,61,65,85,45,71,13,79,12,35,36,8,66,91,99,30,87,43,27,80,95,16,3,24,51,77,73,32,34,93,63,10,23,67,76,58,20,40,54,28,53,86,44,19,46,78,7,59,47,82,9,2,81,50,49,38,84,18,64,48,55,83,6,57,100,1,90,33,70,11,94,15,56,62,22,39,14,72,89,5,37,17,97,60,88,21,74,92,31,96,42
57,14,9,17,60,88,11,59,96,89,7,70,5,82,37,47,21,22,94,33,49,83,31,42,62,74,97,84,56,1,39,2,6,92,50,48,64,81,100,90,78,72,18,55,38,15,41,85,19,36,61,35,27,40,98,43,12,91,58,4,32,53,68,79,52,24,44,28,63,3,71,86,34,25,46,10,26,66,75,16,29,20,13,69,23,67,65,8,87,45,80,99,54,30,77,73,76,51,95,93
46,27,43,16,91,71,53,87,24,75,79,28,32,19,35,20,23,66,26,10,58,86,65,29,93,36,13,67,95,73,45,54,4,12,52,63,80,77,40,98,99,85,3,30,25,51,44,8,61,68,34,41,69,76,6,100,59,31,11,88,33,92,78,9,70,50,94,55,83,39,5,57,22,74,72,96,18,82,47,7,62,60,81,84,97,2,90,42,14,56,21,49,37,64,38,17,15,1,48,89
96,6,56,74,14,1,9,22,97,48,78,83,42,7,5,38,47,50,49,90,94,59,33,15,18,64,62,100,81,2,89,84,31,55,70,39,72,92,88,21,37,17,11,82,57,60,23,4,26,13,95,12,54,41,34,20,43,86,35,36,87,63,75,3,66,68,28,8,32,51,93,30,16,53,65,80,27,99,52,76,67,58,29,71,45,85,19,25,91,98,44,77,40,10,46,69,61,79,24,73
62,56,74,88,21,90,94,7,38,84,14,92,89,78,48,97,96,2,72,17,50,70,11,47,42,59,6,49,22,64,60,37,18,55,83,9,39,57,81,15,31,1,100,82,5,33,54,45,85,67,28,30,77,99,65,36,58,32,10,19,25,86,76,52,69,75,80,61,12,53,46,23,20,35,8,29,91,43,51,13,95,73,68,3,87,27,16,40,63,26,44,41,66,98,4,71,24,79,93,34
13,79,61,19,86,20,75,30,98,10,36,8,44,46,27,23,52,35,87,80,12,91,95,85,28,51,58,65,77,68,93,63,53,73,29,41,66,43,32,45,3,40,34,4,67,26,71,76,16,69,54,25,24,99,96,84,18,82,2,14,70,9,11,38,64,88,1,5,56,81,57,49,55,83,48,21,42,62,90,33,97,7,72,92,50,59,39,100,89,31,74,15,22,37,17,78,60,6,94,47
44,86,30,26,66,4,34,68,77,67,8,58,63,87,27,36,73,54,80,71,12,40,20,98,61,25,85,19,65,3,79,16,51,43,10,95,93,41,46,24,75,52,69,35,91,23,53,29,76,45,99,28,13,32,70,74,60,39,21,57,17,83,94,82,48,89,59,90,88,84,18,11,92,62,64,9,47,49,7,56,15,50,72,2,55,5,96,1,42,33,81,37,6,22,14,31,78,97,38,100
17,83,22,89,82,97,38,94,49,55,39,81,56,31,11,74,78,9,64,37,21,60,1,100,96,33,42,92,14,62,18,5,47,59,50,88,7,48,84,72,90,6,57,2,70,15,35,91,45,43,87,40,16,8,19,23,76,25,71,28,52,58,3,85,79,75,61,99,27,77,93,65,95,63,44,13,34,29,20,80,36,67,51,24,69,26,68,54,10,30,46,86,12,98,32,73,66,4,41,53
66,43,77,35,44,13,99,75,3,30,67,4,71,86,79,85,40,65,36,93,24,25,80,87,10,98,91,58,54,12,52,51,63,16,46,8,53,45,68,27,29,73,19,76,28,61,20,23,26,34,41,69,32,95,17,47,72,18,15,74,38,50,60,90,100,62,97,64,39,92,89,55,5,70,56,81,2,83,9,84,94,11,22,6,37,21,1,42,57,33,48,88,96,49,78,14,82,7,59,31
70,83,9,94,11,21,64,22,89,5,1,7,48,2,6,57,82,49,59,96,50,56,81,90,72,74,84,17,39,92,37,78,33,15,18,38,55,31,100,60,42,62,88,97,47,14,76,87,32,25,45,58,34,65,16,12,68,20,8,30,53,86,91,10,51,35,27,69,24,36,66,85,13,46,54,93,75,63,79,52,43,41,61,28,26,29,23,71,98,67,73,40,95,4,44,77,99,3,19,80
18,88,38,31,90,82,39,64,9,50,83,21,49,94,97,89,59,5,56,60,15,14,57,74,92,37,33,78,1,84,2,42,6,72,70,62,11,22,55,96,48,47,7,17,100,81,86,24,8,13,87,28,99,51,3,98,45,71,25,61,85,91,65,16,40,29,80,4,76,52,34,73,67,95,93,69,44,46,19,20,10,12,23,66,30,36,58,54,26,32,35,53,27,75,41,63,79,77,68,43
84,47,49,31,2,72,94,57,15,96,97,88,6,42,5,7,64,55,33,50,17,18,82,9,22,83,74,14,38,90,21,78,39,56,48,37,89,70,62,92,100,81,59,11,60,1,16,26,71,10,3,75,27,29,98,20,41,85,43,19,63,30,93,46,12,34,32,69,23,58,36,8,80,91,99,24,35,61,65,66,79,40,73,87,44,51,67,4,25,68,86,28,95,54,52,45,53,13,77,76
88,39,90,21,92,2,74,48,83,59,57,9,22,11,64,6,78,47,42,56,18,31,70,5,62,49,72,17,7,33,96,15,84,100,60,89,14,82,55,50,94,37,97,1,38,81,13,95,66,3,26,25,36,58,85,27,91,87,54,10,32,53,4,93,98,20,73,19,61,24,75,65,76,67,79,41,34,44,68,40,86,71,23,16,45,35,8,29,69,51,63,46,43,99,12,80,30,52,77,28
19,13,99,40,61,71,4,27,41,20,54,52,58,79,45,91,36,24,76,69,10,35,53,30,8,25,68,32,46,26,67,16,28,87,63,73,86,34,51,23,95,80,98,66,65,44,93,77,3,29,85,12,43,75,56,97,48,11,39,72,47,21,82,6,9,18,89,33,74,83,55,22,96,81,64,92,2,100,70,1,50,62,38,94,37,60,15,17,14,57,7,59,90,5,31,42,88,49,84,78
89,72,17,88,37,11,31,78,6,49,50,39,82,74,94,81,97,59,22,96,1,64,56,92,47,5,9,100,33,2,14,7,18,83,84,57,15,48,90,62,70,60,21,55,38,42,67,68,41,24,20,63,8,28,73,87,51,69,23,30,80,66,98,26,54,65,19,93,86,43,13,12,16,27,77,58,25,40,32,76,44,61,29,53,34,36,71,10,4,95,99,46,35,75,85,52,79,3,45,91
83,96,55,74,39,72,100,33,62,6,56,60,57,1,97,48,37,18,59,2,22,42,50,17,82,49,47,38,70,89,31,84,78,88,64,81,21,15,94,9,14,5,11,7,90,92,98,99,71,34,80,27,91,32,93,53,35,36,54,87,16,12,52,79,58,23,73,19,69,24,46,30,8,67,63,41,10,25,75,4,68,77,66,28,86,61,85,29,76,45,43,44,95,51,65,20,26,3,40,13
84,56,1,81,50,72,97,17,6,57,15,22,96,42,78,49,48,11,90,31,2,55,59,18,5,47,38,14,70,92,74,60,7,9,89,82,64,21,88,62,94,37,33,100,39,83,54,41,63,85,65,77,23,46,19,24,43,8,99,32,80,26,52,76,16,13,69,36,4,58,35,66,71,44,67,75,93,40,34,10,73,27,3,91,45,79,68,12,20,30,87,51,29,98,53,28,86,25,61,95
29,58,10,76,51,91,26,86,61,23,13,53,54,44,99,35,19,16,4,52,46,71,85,24,43,34,69,87,68,75,45,28,25,67,73,79,3,41,63,32,8,66,80,12,65,20,93,95,98,30,27,36,40,77,92,78,49,47,9,21,57,60,6,48,59,89,11,70,97,14,7,72,31,1,88,5,94,39,83,22,2,37,42,56,17,55,100,50,62,84,33,90,18,15,96,82,38,64,81,74
16,73,65,19,32,30,68,25,87,20,93,46,12,28,79,77,27,80,61,75,23,43,66,29,91,40,41,54,34,52,63,71,69,4,99,44,51,95,10,3,76,24,86,45,85,13,26,36,35,98,58,53,8,67,50,33,14,2,84,15,9,60,6,18,31,55,88,97,7,89,81,38,22,11,74,56,64,42,49,57,59,90,48,39,37,1,62,5,82,83,78,92,96,17,70,94,21,72,47,100
77,45,34,51,86,43,87,41,27,63,67,73,99,66,12,8,95,19,44,71,30,36,20,46,32,93,68,80,52,54,4,29,10,40,53,24,79,75,76,35,91,26,3,23,58,13,25,28,61,16,98,69,65,85,90,48,56,74,42,37,50,62,64,72,81,2,21,100,84,14,47,60,92,94,38,39,7,88,78,89,31,96,59,6,33,5,97,11,83,55,49,1,82,22,57,9,15,17,70,18
37,2,47,70,59,11,7,39,90,94,100,9,96,49,17,89,56,74,31,81,57,72,78,21,92,55,14,60,18,33,22,48,5,15,62,42,64,50,97,83,38,1,88,84,6,82,35,19,53,10,79,75,16,95,61,8,87,46,91,40,85,25,77,43,93,36,67,28,80,41,52,26,20,32,12,24,30,13,29,23,99,73,63,65,3,44,45,69,54,34,58,51,98,66,76,27,86,68,71,4
68,54,36,52,4,77,51,35,80,10,23,41,53,19,73,75,85,76,43,58,16,45,71,24,67,13,95,32,98,65,61,79,99,8,44,30,46,3,29,66,86,87,69,40,34,63,26,28,93,25,27,12,20,91,81,21,62,82,6,7,39,49,89,42,100,55,57,22,1,64,15,31,48,33,78,83,47,74,97,9,72,92,60,11,14,38,50,88,94,84,37,17,18,5,2,70,96,59,56,90
84,7,50,78,9,14,60,94,56,83,21,17,1,31,18,42,39,15,100,37,64,6,96,92,47,48,2,22,62,5,74,49,97,82,38,89,11,33,55,57,90,88,59,72,81,70,66,68,80,76,4,75,79,69,61,41,73,10,3,93,46,98,87,71,27,58,28,44,26,19,86,12,40,8,16,65,34,54,32,29,91,77,51,36,95,13,85,35,43,23,24,45,52,53,30,63,25,99,67,20
63,99,69,12,87,29,67,40,71,28,52,34,23,65,95,73,4,93,98,77,66,24,68,41,45,25,61,46,27,13,16,10,8,3,85,36,19,86,80,58,20,26,53,79,51,35,54,91,44,76,30,32,43,75,37,60,17,15,84,31,33,9,38,49,6,72,5,83,22,92,50,90,42,62,47,57,55,100,7,78,89,97,82,14,48,81,74,64,56,70,11,2,18,94,88,39,1,59,21,96
14,38,62,49,90,74,7,100,59,2,39,31,5,50,55,97,72,15,22,57,82,83,47,89,11,18,70,81,21,42,56,64,60,33,9,6,94,84,78,96,48,17,1,92,88,37,65,71,80,10,91,87,4,99,63,19,44,86,68,40,3,27,34,76,8,30,79,35,61,46,29,98,52,67,58,13,73,53,36,69,16,54,85,51,43,95,25,41,24,26,28,93,20,32,45,12,75,23,66,77
72,14,38,94,88,57,100,62,82,90,81,59,17,96,83,60,70,39,97,92,47,6,78,55,5,56,31,22,48,84,42,50,74,33,64,21,18,11,37,2,49,7,9,89,1,15,87,99,66,79,95,80,40,20,69,44,36,91,41,75,45,67,27,13,34,4,54,10,76,43,26,30,19,73,23,12,58,28,85,24,25,35,93,86,68,71,52,46,16,98,61,51,8,77,53,65,3,32,63,29
74,15,33,22,72,50,47,9,92,82,31,83,81,96,48,49,84,64,2,60,59,6,56,17,55,42,18,78,62,37,70,7,97,14,5,1,38,94,90,39,88,100,89,57,11,21,4,75,93,54,91,99,35,52,30,63,26,45,13,66,34,43,16,77,8,25,67,58,20,85,12,95,24,19,53,73,3,61,23,10,79,86,71,65,46,69,68,98,28,29,80,51,32,36,87,76,40,27,41,44
43,80,12,58,27,34,66,46,26,10,93,61,8,85,35,24,99,44,41,76,68,53,75,86,98,30,87,95,51,63,54,91,25,40,28,3,77,52,65,20,79,67,36,29,73,16,69,71,13,4,19,32,45,23,47,50,90,72,92,74,81,57,82,64,48,6,21,38,9,97,96,83,31,5,39,15,55,100,89,84,60,49,70,11,59,42,62,17,94,1,7,22,88,37,2,56,14,33,78,18
